CASENUM	VEH_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	MDRMANAV	WEIGHT
201410441790	1	1	4	6	2	3	3	246.401525
201410441794	1	1	6	6	2	3	3	98.56061
201410441797	1	1	4	10	2	3	98	269.55978
201410441799	1	1	5	10	2	3	98	89.85326
201410441799	2	1	5	10	2	3	98	89.85326
201410441800	1	1	6	10	2	3	98	89.85326
201410441800	2	1	6	10	2	3	92	89.85326
201410441800	3	1	6	10	2	3	98	89.85326
201410441807	1	1	4	1	2	3	98	244.314
201410441807	2	1	4	1	2	3	0	244.314
201410441816	1	1	4	2	2	3	98	244.314
201410441816	2	1	4	2	2	3	0	244.314
201410441817	1	1	3	2	2	3	98	27.146
201410441817	2	1	3	2	2	3	98	27.146
201410441825	1	1	6	2	2	3	98	108.584
201410441836	1	1	4	3	2	3	98	244.314
201410441836	2	1	4	3	2	3	0	244.314
201410441840	1	1	5	3	2	3	98	54.292
201410441840	2	1	5	3	2	3	98	54.292
201410441842	1	1	6	3	2	3	92	108.584
201410441848	1	1	4	10	2	3	98	269.55978
201410441864	1	1	3	1	2	3	98	27.146
201410441865	1	1	5	1	2	3	98	54.292
201410441873	1	1	5	2	2	3	98	54.292
201410441873	2	1	5	2	2	3	98	54.292
201410441877	1	1	2	2	2	3	92	54.292
201410441882	1	1	4	3	2	3	98	244.314
201410441882	2	1	4	3	2	3	0	244.314
201410441890	1	1	6	4	2	3	98	107.77342
201410441892	1	1	4	4	2	3	98	215.54684
201410441893	1	1	5	4	2	3	98	53.88671
201410441898	1	1	6	4	2	3	0	107.77342
201410441898	2	1	6	4	2	3	4	107.77342
201410441900	1	1	4	4	2	3	98	215.54684
201410441904	1	1	6	4	2	3	4	107.77342
201410441905	1	1	3	4	2	3	98	53.88671
201410441908	1	1	6	6	2	3	98	98.56061
201410441910	1	1	5	6	2	3	4	49.280305
201410441910	2	1	5	6	2	3	98	49.280305
201410441913	1	1	4	6	2	3	98	246.401525
201410441913	2	1	4	6	2	3	98	246.401525
201410441914	1	1	5	6	2	3	0	49.280305
201410441914	2	1	5	6	2	3	98	49.280305
201410441918	1	1	6	6	2	3	98	98.56061
201410441920	1	1	5	6	2	3	98	49.280305
201410441921	1	1	5	6	2	3	98	49.280305
201410441921	2	1	5	6	2	3	98	49.280305
201410441922	1	1	2	6	2	3	98	49.280305
201410441924	1	1	4	6	2	3	98	246.401525
201410441924	2	1	4	6	2	3	98	246.401525
201410441926	1	1	5	6	2	3	98	49.280305
201410441926	2	1	5	6	2	3	98	49.280305
201410441928	1	1	5	6	2	3	0	49.280305
201410441928	2	1	5	6	2	3	98	49.280305
201410441931	1	1	6	6	2	3	98	98.56061
201410441931	2	1	6	6	2	3	98	98.56061
201410441932	1	1	4	6	2	3	98	246.401525
201410441933	1	1	1	6	2	3	98	49.280305
201410441938	2	1	4	6	2	3	98	246.401525
201410441944	1	1	6	1	2	3	98	108.584
201410441949	1	1	4	1	2	3	98	244.314
201410441952	1	1	6	1	2	3	98	108.584
201410441952	2	1	6	1	2	3	98	108.584
201410441958	1	1	1	3	2	3	98	27.146
201410441961	1	1	6	3	2	3	98	108.584
201410441961	2	1	6	3	2	3	0	108.584
201410441964	1	1	5	6	2	3	98	49.280305
201410441964	2	1	5	6	2	3	98	49.280305
201410441964	3	1	5	6	2	3	0	49.280305
201410441965	1	1	5	6	2	3	0	49.280305
201410441965	2	1	5	6	2	3	98	49.280305
201410441967	1	1	6	6	2	3	98	98.56061
201410441967	2	1	6	6	2	3	98	98.56061
201410441970	1	1	1	6	2	3	98	49.280305
201410441973	1	1	6	6	2	3	98	98.56061
201410441973	2	1	6	6	2	3	98	98.56061
201410441973	3	1	6	6	2	3	98	98.56061
201410441974	1	1	4	6	2	3	98	246.401525
201410441975	1	1	3	6	2	3	98	49.280305
201410441978	1	1	1	6	2	3	98	49.280305
201410441978	2	1	1	6	2	3	98	49.280305
201410441980	1	1	6	6	2	3	98	98.56061
201410441982	1	1	3	10	2	3	98	89.85326
201410441983	1	1	4	10	2	3	98	269.55978
201410441984	1	1	2	10	2	3	98	89.85326
201410441987	1	1	4	10	2	3	98	269.55978
201410441987	2	1	4	10	2	3	98	269.55978
201410441989	1	1	3	16	2	3	98	106.644961
201410441991	1	1	4	16	2	3	98	213.289922
201410441992	1	1	6	16	2	3	98	106.644961
201410441994	1	1	4	16	2	3	98	213.289922
201410442007	1	1	4	3	2	3	98	244.314
201410442007	2	1	4	3	2	3	0	244.314
201410442009	1	1	5	3	2	3	98	54.292
201410442015	1	1	6	3	2	3	98	108.584
201410442018	1	1	6	10	2	3	98	89.85326
201410442018	2	1	6	10	2	3	98	89.85326
201410442021	1	1	4	10	2	3	98	269.55978
201410442021	2	1	4	10	2	3	98	269.55978
201410442023	1	1	6	10	2	3	98	89.85326
201410442050	1	1	4	1	2	3	98	244.314
201410442058	1	1	6	1	2	3	3	108.584
201410442067	1	1	6	1	2	3	92	108.584
201410442068	1	1	5	1	2	3	98	54.292
201410442068	2	1	5	1	2	3	98	54.292
201410442072	1	1	4	2	2	3	92	244.314
201410442080	1	1	5	2	2	3	98	54.292
201410442087	1	1	5	3	2	3	98	54.292
201410442087	2	1	5	3	2	3	98	54.292
201410442087	3	1	5	3	2	3	98	54.292
201410442090	1	1	6	3	2	3	98	108.584
201410442090	2	1	6	3	2	3	98	108.584
201410442092	1	1	3	6	2	3	5	49.280305
201410442096	1	1	4	6	2	3	0	246.401525
201410442096	2	1	4	6	2	3	98	246.401525
201410442097	1	1	2	6	2	3	98	49.280305
201410442098	1	1	5	6	2	3	98	49.280305
201410442100	1	1	3	6	2	3	98	49.280305
201410442104	1	1	4	6	2	3	98	246.401525
201410442104	2	1	4	6	2	3	98	246.401525
201410442105	1	1	6	6	2	3	98	98.56061
201410442109	1	1	5	6	2	3	98	49.280305
201410442109	2	1	5	6	2	3	98	49.280305
201410442113	1	1	6	10	2	3	0	89.85326
201410442113	2	1	6	10	2	3	0	89.85326
201410442113	3	1	6	10	2	3	98	89.85326
201410442115	1	1	4	10	2	3	98	269.55978
201410442124	1	1	4	1	2	3	98	244.314
201410442124	2	1	4	1	2	3	98	244.314
201410442128	1	1	3	3	2	3	98	27.146
201410442129	1	1	4	3	2	3	98	244.314
201410442143	1	1	4	4	2	3	98	215.54684
201410442143	2	1	4	4	2	3	98	215.54684
201410442147	1	1	4	4	2	3	98	215.54684
201410442147	2	1	4	4	2	3	98	215.54684
201410442148	1	1	5	4	2	3	98	53.88671
201410442148	2	1	5	4	2	3	98	53.88671
201410442149	1	1	6	4	2	3	0	107.77342
201410442149	2	1	6	4	2	3	0	107.77342
201410442149	3	1	6	4	2	3	0	107.77342
201410442149	4	1	6	4	2	3	98	107.77342
201410442155	1	1	4	10	2	3	98	269.55978
201410442155	2	1	4	10	2	3	98	269.55978
201410442172	1	1	4	1	2	3	98	244.314
201410442172	2	1	4	1	2	3	4	244.314
201410442177	1	1	6	1	2	3	98	108.584
201410442180	1	1	5	3	2	3	92	54.292
201410442181	1	1	4	3	2	3	98	244.314
201410442181	2	1	4	3	2	3	98	244.314
201410442182	1	1	3	3	2	3	98	27.146
201410442188	1	1	4	6	2	3	98	246.401525
201410442188	2	1	4	6	2	3	0	246.401525
201410442190	1	1	6	6	2	3	98	98.56061
201410442194	1	1	4	6	2	3	98	246.401525
201410442198	1	1	6	6	2	3	92	98.56061
201410442202	1	1	6	6	2	3	98	98.56061
201410442203	1	1	4	6	2	3	98	246.401525
201410442208	1	1	6	10	2	3	3	89.85326
201410442209	1	1	1	10	2	3	98	89.85326
201410442209	2	1	1	10	2	3	98	89.85326
201410442211	1	1	1	10	2	3	98	89.85326
201410442213	1	1	4	10	2	3	0	269.55978
201410442213	2	1	4	10	2	3	98	269.55978
201410442216	1	1	6	10	2	3	3	89.85326
201410442217	1	1	6	10	2	3	92	89.85326
201410442218	1	1	4	10	2	3	0	269.55978
201410442218	2	1	4	10	2	3	0	269.55978
201410442218	3	1	4	10	2	3	98	269.55978
201410442224	1	1	1	3	2	3	98	27.146
201410442232	1	1	6	3	2	3	0	108.584
201410442232	2	1	6	3	2	3	0	108.584
201410442232	3	1	6	3	2	3	98	108.584
201410442234	1	1	6	4	2	3	98	107.77342
201410442234	2	1	6	4	2	3	98	107.77342
201410442238	1	1	6	4	2	3	98	107.77342
201410442238	2	1	6	4	2	3	0	107.77342
201410442238	3	1	6	4	2	3	0	107.77342
201410442239	1	1	4	4	2	3	5	215.54684
201410442240	1	1	2	4	2	3	98	53.88671
201410442240	2	1	2	4	2	3	1	53.88671
201410442243	1	1	3	4	2	3	98	53.88671
201410442244	1	1	3	4	2	3	0	53.88671
201410442244	2	1	3	4	2	3	98	53.88671
201410442246	1	1	4	4	2	3	98	215.54684
201410442247	1	1	5	4	2	3	98	53.88671
201410442247	2	1	5	4	2	3	98	53.88671
201410442252	1	1	5	6	2	3	98	49.280305
201410442253	1	1	6	6	2	3	3	98.56061
201410442256	1	1	4	6	2	3	98	246.401525
201410442262	1	1	6	9	2	3	98	115.047462
201410442266	1	1	6	9	2	3	98	115.047462
201410442266	2	1	6	9	2	3	98	115.047462
201410442268	1	1	4	9	2	3	98	230.094924
201410442268	2	1	4	9	2	3	98	230.094924
201410442269	1	1	6	9	2	3	98	115.047462
201410442269	2	1	6	9	2	3	98	115.047462
201410442271	1	1	3	9	2	3	98	57.523731
201410442272	1	1	3	9	2	3	98	57.523731
201410442273	1	1	3	9	2	3	98	57.523731
201410442277	1	1	4	9	2	3	98	230.094924
201410442278	1	1	6	9	2	3	98	115.047462
201410442281	1	1	6	9	2	3	98	115.047462
201410442282	1	1	1	9	2	3	98	57.523731
201410442282	2	1	1	9	2	3	98	57.523731
201410442285	1	1	4	9	2	3	4	230.094924
201410442285	2	1	4	9	2	3	98	230.094924
201410442289	1	1	1	9	2	3	98	57.523731
201410442290	1	1	6	9	2	3	98	115.047462
201410442290	2	1	6	9	2	3	98	115.047462
201410442292	1	1	1	9	2	3	98	57.523731
201410442294	1	1	4	9	2	3	0	230.094924
201410442297	1	1	5	9	2	3	98	57.523731
201410442297	2	1	5	9	2	3	98	57.523731
201410442299	1	1	4	9	2	3	98	230.094924
201410442299	2	1	4	9	2	3	98	230.094924
201410442302	1	1	5	10	2	3	98	89.85326
201410442302	2	1	5	10	2	3	98	89.85326
201410442306	1	1	1	1	2	3	98	27.146
201410442306	2	1	1	1	2	3	98	27.146
201410442311	1	1	6	1	2	3	98	108.584
201410442311	2	1	6	1	2	3	98	108.584
201410442312	1	1	5	1	2	3	98	54.292
201410442312	2	1	5	1	2	3	98	54.292
201410442314	1	1	1	2	2	3	98	27.146
201410442314	2	1	1	2	2	3	4	27.146
201410442316	1	1	4	2	2	3	3	244.314
201410442319	1	1	6	2	2	3	98	108.584
201410442319	2	1	6	2	2	3	0	108.584
201410442321	1	1	1	2	2	3	98	27.146
201410442328	1	1	6	2	2	3	0	108.584
201410442334	1	1	6	2	2	3	98	108.584
201410442334	2	1	6	2	2	3	0	108.584
201410442336	1	1	3	2	2	3	98	27.146
201410442339	1	1	4	2	2	3	98	244.314
201410442344	1	1	3	2	2	3	98	27.146
201410442344	2	1	3	2	2	3	98	27.146
201410442346	1	1	4	3	2	3	98	244.314
201410442346	2	1	4	3	2	3	98	244.314
201410442349	1	1	5	3	2	3	98	54.292
201410442349	2	1	5	3	2	3	98	54.292
201410442349	3	1	5	3	2	3	0	54.292
201410442349	4	1	5	3	2	3	0	54.292
201410442357	1	1	4	4	2	3	98	215.54684
201410442357	2	1	4	4	2	3	98	215.54684
201410442359	1	1	5	4	2	3	98	53.88671
201410442361	2	1	5	4	2	3	98	53.88671
201410442364	1	1	6	4	2	3	98	107.77342
201410442364	2	1	6	4	2	3	98	107.77342
201410442366	1	1	5	6	2	3	0	49.280305
201410442366	2	1	5	6	2	3	98	49.280305
201410442366	3	1	5	6	2	3	4	49.280305
201410442367	1	1	6	6	2	3	98	98.56061
201410442369	1	1	5	6	2	3	98	49.280305
201410442369	2	1	5	6	2	3	98	49.280305
201410442374	1	1	4	10	2	3	98	269.55978
201410442374	2	1	4	10	2	3	0	269.55978
201410442375	1	1	5	10	2	3	98	89.85326
201410442375	2	1	5	10	2	3	98	89.85326
201410442376	1	1	1	10	2	3	99	89.85326
201410442376	2	1	1	10	2	3	0	89.85326
201410442376	3	1	1	10	2	3	98	89.85326
201410442380	1	1	6	16	2	3	98	106.644961
201410442381	1	1	3	16	2	3	98	106.644961
201410442381	2	1	3	16	2	3	4	106.644961
201410442382	1	1	3	16	2	3	92	106.644961
201410442383	1	1	6	16	2	3	92	106.644961
201410442384	1	1	4	16	2	3	98	213.289922
201410442386	1	1	6	16	2	3	3	106.644961
201410442387	1	1	5	16	2	3	98	106.644961
201410442388	1	1	6	16	2	3	3	106.644961
201410442389	1	1	4	16	2	3	98	213.289922
201410442391	1	1	1	1	2	3	98	27.146
201410442397	1	1	6	1	2	3	3	108.584
201410442405	1	1	2	3	2	3	98	54.292
201410442405	2	1	2	3	2	3	98	54.292
201410442407	1	1	4	3	2	3	4	244.314
201410442407	2	1	4	3	2	3	0	244.314
201410442407	3	1	4	3	2	3	0	244.314
201410442409	1	1	3	3	2	3	98	27.146
201410442413	1	1	6	6	2	3	98	98.56061
201410442414	1	1	4	6	2	3	98	246.401525
201410442419	1	1	6	6	2	3	98	98.56061
201410442419	2	1	6	6	2	3	0	98.56061
201410442421	1	1	5	6	2	3	98	49.280305
201410442421	2	1	5	6	2	3	98	49.280305
201410442422	1	1	4	6	2	3	98	246.401525
201410442422	2	1	4	6	2	3	98	246.401525
201410442426	1	1	3	10	2	3	92	89.85326
201410442427	1	1	6	10	2	3	98	89.85326
201410442427	2	1	6	10	2	3	98	89.85326
201410442428	1	1	6	10	2	3	98	89.85326
201410442429	1	1	4	10	2	3	98	269.55978
201410442429	2	1	4	10	2	3	98	269.55978
201410442444	1	1	4	1	2	3	98	244.314
201410442444	2	1	4	1	2	3	95	244.314
201410442447	1	1	5	2	2	3	98	54.292
201410442453	1	1	1	3	2	3	98	27.146
201410442455	1	1	6	3	2	3	98	108.584
201410442457	1	1	5	3	2	3	98	54.292
201410442465	1	1	4	3	2	3	98	244.314
201410442465	2	1	4	3	2	3	98	244.314
201410442468	1	1	4	4	2	3	0	215.54684
201410442468	2	1	4	4	2	3	98	215.54684
201410442470	1	1	6	4	2	3	98	107.77342
201410442470	2	1	6	4	2	3	3	107.77342
201410442474	1	1	6	4	2	3	98	107.77342
201410442474	2	1	6	4	2	3	98	107.77342
201410442477	1	1	3	4	2	3	98	53.88671
201410442478	1	1	3	4	2	3	98	53.88671
201410442479	1	1	6	4	2	3	3	107.77342
201410442483	1	1	5	6	2	3	98	49.280305
201410442485	1	1	6	6	2	3	0	98.56061
201410442487	1	1	5	6	2	3	0	49.280305
201410442510	1	1	5	1	2	3	0	54.292
201410442520	1	1	4	3	2	3	98	244.314
201410442520	2	1	4	3	2	3	98	244.314
201410442522	1	1	5	3	2	3	98	54.292
201410442524	1	1	4	4	2	3	98	215.54684
201410442524	2	1	4	4	2	3	0	215.54684
201410442528	1	1	4	4	2	3	98	215.54684
201410442528	2	1	4	4	2	3	98	215.54684
201410442531	1	1	2	4	2	3	98	53.88671
201410442531	2	1	2	4	2	3	0	53.88671
201410442531	3	1	2	4	2	3	0	53.88671
201410442534	1	1	5	6	2	3	98	49.280305
201410442534	2	1	5	6	2	3	98	49.280305
201410442535	1	1	4	6	2	3	3	246.401525
201410442540	1	1	6	6	2	3	98	98.56061
201410442542	1	1	4	6	2	3	98	246.401525
201410442543	1	1	5	6	2	3	98	49.280305
201410442545	1	1	6	10	2	3	98	89.85326
201410442550	1	1	3	1	2	3	98	27.146
201410442550	2	1	3	1	2	3	98	27.146
201410442551	1	1	6	1	2	3	98	108.584
201410442553	1	1	4	1	2	3	98	244.314
201410442553	2	1	4	1	2	3	98	244.314
201410442555	1	1	3	2	2	3	98	27.146
201410442558	1	1	5	2	2	3	5	54.292
201410442561	1	1	6	2	2	3	98	108.584
201410442561	2	1	6	2	2	3	98	108.584
201410442568	1	1	6	3	2	3	98	108.584
201410442568	2	1	6	3	2	3	98	108.584
201410442571	1	1	4	4	2	3	98	215.54684
201410442574	1	1	6	4	2	3	98	107.77342
201410442574	2	1	6	4	2	3	98	107.77342
201410442579	1	1	5	6	2	3	98	49.280305
201410442579	2	1	5	6	2	3	98	49.280305
201410442581	1	1	4	6	2	3	98	246.401525
201410442583	1	1	5	6	2	3	3	49.280305
201410442586	1	1	1	10	2	3	98	89.85326
201410442587	1	1	6	10	2	3	3	89.85326
201410442588	1	1	4	10	2	3	0	269.55978
201410442588	2	1	4	10	2	3	98	269.55978
201410442609	1	1	4	2	2	3	98	244.314
201410442609	2	1	4	2	2	3	0	244.314
201410442618	1	1	4	3	2	3	98	244.314
201410442618	2	1	4	3	2	3	98	244.314
201410442626	1	1	4	4	2	3	98	215.54684
201410442626	2	1	4	4	2	3	98	215.54684
201410442631	1	1	5	6	2	3	98	49.280305
201410442634	1	1	4	6	2	3	98	246.401525
201410442637	1	1	6	6	2	3	3	98.56061
201410442640	1	1	6	6	2	3	98	98.56061
201410442640	2	1	6	6	2	3	98	98.56061
201410442643	1	1	4	6	2	3	98	246.401525
201410442643	2	1	4	6	2	3	98	246.401525
201410442645	1	1	6	10	2	3	98	89.85326
201410442646	1	1	6	10	2	3	3	89.85326
201410442648	1	1	4	10	2	3	98	269.55978
201410442649	1	1	6	10	2	3	98	89.85326
201410442650	1	1	6	10	2	3	98	89.85326
201410442650	2	1	6	10	2	3	98	89.85326
201410442653	1	1	5	16	2	3	92	106.644961
201410442654	1	1	4	16	2	3	98	213.289922
201410442656	1	1	4	16	2	3	98	213.289922
201410442656	2	1	4	16	2	3	98	213.289922
201410442666	1	1	1	1	2	3	98	27.146
201410442666	2	1	1	1	2	3	98	27.146
201410442673	1	1	1	3	2	3	98	27.146
201410442673	2	1	1	3	2	3	98	27.146
201410442675	1	1	6	3	2	3	0	108.584
201410442675	2	1	6	3	2	3	98	108.584
201410442681	1	1	1	6	2	3	98	49.280305
201410442681	2	1	1	6	2	3	4	49.280305
201410442682	1	1	6	6	2	3	0	98.56061
201410442682	2	1	6	6	2	3	98	98.56061
201410442687	1	1	5	6	2	3	3	49.280305
201410442688	1	1	4	6	2	3	98	246.401525
201410442689	1	1	5	6	2	3	0	49.280305
201410442695	1	1	5	10	2	3	98	89.85326
201410442698	1	1	6	10	2	3	98	89.85326
201410442698	2	1	6	10	2	3	0	89.85326
201410442704	1	1	4	3	2	3	4	244.314
201410442704	2	1	4	3	2	3	0	244.314
201410442713	1	1	6	4	2	3	98	107.77342
201410442713	2	1	6	4	2	3	0	107.77342
201410442716	1	1	4	4	2	3	98	215.54684
201410442716	2	1	4	4	2	3	0	215.54684
201410442716	3	1	4	4	2	3	0	215.54684
201410442717	1	1	6	4	2	3	98	107.77342
201410442719	1	1	6	4	2	3	98	107.77342
201410442719	2	1	6	4	2	3	98	107.77342
201410442724	1	1	4	6	2	3	98	246.401525
201410442730	1	1	5	6	2	3	98	49.280305
201410442730	2	1	5	6	2	3	98	49.280305
201410442731	1	1	4	6	2	3	3	246.401525
201410442732	1	1	6	6	2	3	0	98.56061
201410442732	2	1	6	6	2	3	98	98.56061
201410442732	3	1	6	6	2	3	98	98.56061
201410442734	1	1	4	10	2	3	0	269.55978
201410442734	2	1	4	10	2	3	98	269.55978
201410442735	1	1	5	10	2	3	0	89.85326
201410442735	2	1	5	10	2	3	98	89.85326
201410442747	1	1	6	1	2	3	98	108.584
201410442747	2	1	6	1	2	3	98	108.584
201410442749	1	1	4	1	2	3	98	244.314
201410442749	2	1	4	1	2	3	98	244.314
201410442751	1	1	5	1	2	3	0	54.292
201410442754	1	1	5	1	2	3	98	54.292
201410442756	1	1	6	2	2	3	3	108.584
201410442762	1	1	1	2	2	3	98	27.146
201410442763	1	1	5	2	2	3	98	54.292
201410442763	2	1	5	2	2	3	98	54.292
201410442768	1	1	3	3	2	3	98	27.146
201410442771	1	1	4	3	2	3	98	244.314
201410442771	2	1	4	3	2	3	98	244.314
201410442782	1	1	5	6	2	3	98	49.280305
201410442782	2	1	5	6	2	3	98	49.280305
201410442784	1	1	3	6	2	3	98	49.280305
201410442784	2	1	3	6	2	3	4	49.280305
201410442787	1	1	4	6	2	3	98	246.401525
201410442787	2	1	4	6	2	3	98	246.401525
201410442788	1	1	6	6	2	3	98	98.56061
201410442788	2	1	6	6	2	3	98	98.56061
201410442790	1	1	1	6	2	3	92	49.280305
201410442794	1	1	5	10	2	3	98	89.85326
201410442794	2	1	5	10	2	3	98	89.85326
201410442796	1	1	6	10	2	3	98	89.85326
201410442796	2	1	6	10	2	3	98	89.85326
201410442798	1	1	4	10	2	3	98	269.55978
201410442801	1	1	4	10	2	3	98	269.55978
201410442805	1	1	6	16	2	3	98	106.644961
201410442835	1	1	4	3	2	3	4	244.314
201410442835	2	1	4	3	2	3	0	244.314
201410442836	1	1	3	3	2	3	0	27.146
201410442837	1	1	6	3	2	3	98	108.584
201410442837	2	1	6	3	2	3	98	108.584
201410442844	1	1	4	4	2	3	98	215.54684
201410442844	2	1	4	4	2	3	98	215.54684
201410442846	1	1	6	4	2	3	98	107.77342
201410442850	1	1	4	4	2	3	98	215.54684
201410442850	2	1	4	4	2	3	98	215.54684
201410442855	1	1	5	10	2	3	98	89.85326
201410442855	2	1	5	10	2	3	0	89.85326
201410442856	1	1	6	10	2	3	98	89.85326
201410442857	1	1	4	10	2	3	98	269.55978
201410442857	2	1	4	10	2	3	98	269.55978
201410442858	1	1	5	10	2	3	98	89.85326
201410442858	2	1	5	10	2	3	98	89.85326
201410442864	1	1	5	1	2	3	98	54.292
201410442868	1	1	4	1	2	3	98	244.314
201410442878	1	1	5	3	2	3	98	54.292
201410442878	2	1	5	3	2	3	98	54.292
201410442880	1	1	4	3	2	3	98	244.314
201410442880	2	1	4	3	2	3	0	244.314
201410442889	1	1	6	6	2	3	1	98.56061
201410442894	1	1	4	6	2	3	98	246.401525
201410442897	1	1	6	6	2	3	98	98.56061
201410442897	2	1	6	6	2	3	98	98.56061
201410442902	1	1	6	9	2	3	98	115.047462
201410442902	2	1	6	9	2	3	98	115.047462
201410442905	1	1	4	9	2	3	98	230.094924
201410442907	1	1	6	9	2	3	98	115.047462
201410442907	2	1	6	9	2	3	0	115.047462
201410442907	3	1	6	9	2	3	0	115.047462
201410442908	1	1	5	9	2	3	98	57.523731
201410442908	2	1	5	9	2	3	98	57.523731
201410442912	1	1	4	9	2	3	0	230.094924
201410442912	2	1	4	9	2	3	98	230.094924
201410442914	1	1	5	9	2	3	98	57.523731
201410442917	1	1	4	9	2	3	98	230.094924
201410442920	1	1	6	9	2	3	0	115.047462
201410442920	2	1	6	9	2	3	4	115.047462
201410442923	1	1	6	9	2	3	98	115.047462
201410442923	2	1	6	9	2	3	98	115.047462
201410442924	1	1	1	9	2	3	4	57.523731
201410442924	2	1	1	9	2	3	98	57.523731
201410442925	1	1	4	9	2	3	98	230.094924
201410442926	1	1	5	9	2	3	98	57.523731
201410442926	2	1	5	9	2	3	0	57.523731
201410442926	3	1	5	9	2	3	0	57.523731
201410442930	1	1	6	9	2	3	98	115.047462
201410442934	1	1	6	9	2	3	3	115.047462
201410442935	1	1	5	9	2	3	0	57.523731
201410442936	1	1	3	9	2	3	98	57.523731
201410442938	1	1	6	9	2	3	98	115.047462
201410442938	2	1	6	9	2	3	98	115.047462
201410442940	1	1	6	9	2	3	98	115.047462
201410442940	2	1	6	9	2	3	92	115.047462
201410442941	1	1	4	9	2	3	98	230.094924
201410442944	1	1	6	10	2	3	98	89.85326
201410442944	2	1	6	10	2	3	0	89.85326
201410442945	1	1	1	10	2	3	98	89.85326
201410442946	1	1	6	10	2	3	98	89.85326
201410442946	2	1	6	10	2	3	0	89.85326
201410442946	3	1	6	10	2	3	0	89.85326
201410442966	1	1	6	1	2	3	98	108.584
201410442976	1	1	4	4	2	3	98	215.54684
201410442977	1	1	6	4	2	3	98	107.77342
201410442977	2	1	6	4	2	3	98	107.77342
201410442979	1	1	5	4	2	3	98	53.88671
201410442979	2	1	5	4	2	3	98	53.88671
201410442982	1	1	4	4	2	3	98	215.54684
201410442982	2	1	4	4	2	3	4	215.54684
201410442987	1	1	6	4	2	3	98	107.77342
201410442987	2	1	6	4	2	3	98	107.77342
201410442988	1	1	4	4	2	3	98	215.54684
201410442993	1	1	6	4	2	3	98	107.77342
201410442996	1	1	1	6	2	3	98	49.280305
201410442996	2	1	1	6	2	3	98	49.280305
201410442997	1	1	5	6	2	3	92	49.280305
201410442999	1	1	6	6	2	3	98	98.56061
201410443002	1	1	4	6	2	3	0	246.401525
201410443003	1	1	6	6	2	3	98	98.56061
201410443009	1	1	4	6	2	3	98	246.401525
201410443011	1	1	3	6	2	3	98	49.280305
201410443011	2	1	3	6	2	3	98	49.280305
201410443014	1	1	5	6	2	3	1	49.280305
201410443014	2	1	5	6	2	3	4	49.280305
201410443016	1	1	4	10	2	3	98	269.55978
201410443016	2	1	4	10	2	3	98	269.55978
201410443018	1	1	6	10	2	3	98	89.85326
201410443028	1	1	4	1	2	3	98	244.314
201410443028	2	1	4	1	2	3	98	244.314
201410443033	1	1	6	3	2	3	98	108.584
201410443033	2	1	6	3	2	3	98	108.584
201410443035	1	1	5	3	2	3	92	54.292
201410443036	1	1	4	3	2	3	98	244.314
201410443036	2	1	4	3	2	3	0	244.314
201410443041	1	1	5	6	2	3	98	49.280305
201410443043	1	1	6	6	2	3	98	98.56061
201410443045	1	1	4	6	2	3	98	246.401525
201410443049	1	1	6	6	2	3	98	98.56061
201410443052	1	1	4	6	2	3	98	246.401525
201410443058	1	1	4	9	2	3	98	230.094924
201410443063	1	1	4	9	2	3	98	230.094924
201410443065	1	1	6	9	2	3	95	115.047462
201410443067	1	1	4	10	2	3	98	269.55978
201410443067	2	1	4	10	2	3	4	269.55978
201410443070	1	1	4	10	2	3	98	269.55978
201410443086	1	1	6	1	2	3	98	108.584
201410443101	1	1	4	3	2	3	0	244.314
201410443101	2	1	4	3	2	3	4	244.314
201410443105	1	1	6	4	2	3	0	107.77342
201410443105	2	1	6	4	2	3	98	107.77342
201410443106	1	1	4	4	2	3	98	215.54684
201410443106	2	1	4	4	2	3	98	215.54684
201410443109	1	1	6	4	2	3	98	107.77342
201410443112	1	1	5	4	2	3	98	53.88671
201410443112	2	1	5	4	2	3	98	53.88671
201410443114	1	1	6	4	2	3	98	107.77342
201410443114	2	1	6	4	2	3	98	107.77342
201410443115	1	1	4	4	2	3	98	215.54684
201410443118	1	1	6	4	2	3	4	107.77342
201410443118	2	1	6	4	2	3	98	107.77342
201410443122	1	1	6	6	2	3	98	98.56061
201410443126	1	1	6	10	2	3	98	89.85326
201410443126	2	1	6	10	2	3	98	89.85326
201410443127	1	1	4	10	2	3	98	269.55978
201410443148	1	1	4	1	2	3	98	244.314
201410443149	1	1	1	1	2	3	98	27.146
201410443149	2	1	1	1	2	3	98	27.146
201410443154	1	1	4	2	2	3	98	244.314
201410443166	1	1	4	2	2	3	98	244.314
201410443171	1	1	6	2	2	3	98	108.584
201410443181	1	1	4	3	2	3	98	244.314
201410443187	1	1	4	4	2	3	98	215.54684
201410443190	1	1	6	4	2	3	4	107.77342
201410443190	2	1	6	4	2	3	0	107.77342
201410443190	3	1	6	4	2	3	0	107.77342
201410443194	1	1	4	4	2	3	98	215.54684
201410443194	2	1	4	4	2	3	98	215.54684
201410443195	1	1	6	4	2	3	98	107.77342
201410443195	2	1	6	4	2	3	98	107.77342
201410443199	1	1	4	4	2	3	98	215.54684
201410443205	1	1	4	6	2	3	98	246.401525
201410443206	1	1	6	6	2	3	98	98.56061
201410443208	1	1	1	6	2	3	98	49.280305
